evaluation_id,model_id,dataset,problem_id,verdict,tests_passed,tests_total,weighted_score,compile_success,latency_ms,evaluated_at
eval-6bd2d23c,gemini-2.5-flash,defects4j,D4J_Mockito_6,pass,3,3,1.0,True,17898.6,2026-05-14T10:31:11.720021
eval-d1046431,gemini-2.5-flash,defects4j,D4J_Time_5,pass,3,3,1.0,True,2042.0,2026-05-14T10:31:11.638184
eval-58aba3a8,gemini-2.5-flash,defects4j,D4J_Time_5,pass,3,3,1.0,True,2042.0,2026-05-14T10:31:11.654505
eval-7d8afa1a,gemini-2.5-flash,defects4j,D4J_Time_5,pass,3,3,1.0,True,2042.0,2026-05-14T10:31:11.705356
eval-04e6ed84,gemini-2.5-flash,godclass,GC_001,pass,3,3,1.0,True,32435.0,2026-05-13T17:03:35.307553
eval-b7759122,gemini-2.5-flash,godclass,GC_001,pass,3,3,1.0,True,33929.4,2026-05-13T17:03:36.609804
eval-c30ea96f,gemini-2.5-flash,godclass,GC_001,pass,3,3,1.0,True,33760.2,2026-05-13T17:03:36.636714
eval-cb4bc015,gemini-2.5-flash,godclass,GC_002,pass,3,3,1.0,True,29056.0,2026-05-13T17:04:07.774331
eval-60eb2a49,gemini-2.5-flash,godclass,GC_002,error,0,3,0.0,False,33101.2,2026-05-13T17:04:09.703043
eval-42554a51,gemini-2.5-flash,godclass,GC_002,error,0,3,0.0,False,33589.1,2026-05-13T17:04:11.567157
eval-87a5a4f4,gemini-2.5-flash,godclass,GC_003,pass,3,3,1.0,True,28723.9,2026-05-13T17:04:39.130099
eval-26f665d8,gemini-2.5-flash,godclass,GC_003,pass,3,3,1.0,True,28275.4,2026-05-13T17:04:40.481918
eval-56843131,gemini-2.5-flash,godclass,GC_003,pass,3,3,1.0,True,27605.3,2026-05-13T17:04:42.058495
eval-a945f641,gemini-2.5-flash,godclass,GC_004,pass,3,3,1.0,True,50825.2,2026-05-13T17:04:42.017118
eval-10422bd3,gemini-2.5-flash,godclass,GC_004,pass,3,3,1.0,True,50825.2,2026-05-13T17:04:43.309786
eval-c9f79e8b,gemini-2.5-flash,godclass,GC_004,pass,3,3,1.0,True,50825.2,2026-05-13T17:04:44.941890
eval-a6d35add,gemini-2.5-flash,godclass,GC_005,pass,3,3,1.0,True,39159.1,2026-05-13T17:04:44.866027
eval-30e3c739,gemini-2.5-flash,godclass,GC_005,pass,3,3,1.0,True,39159.1,2026-05-13T17:04:46.074680
eval-cb9a2da2,gemini-2.5-flash,godclass,GC_005,pass,3,3,1.0,True,39159.1,2026-05-13T17:04:47.957913
eval-1335dc19,gemini-2.5-flash,godclass,GC_006,pass,3,3,1.0,True,38254.4,2026-05-13T17:04:47.924842
eval-785c2048,gemini-2.5-flash,godclass,GC_006,pass,3,3,1.0,True,38254.4,2026-05-13T17:04:48.858549
eval-1d47e58e,gemini-2.5-flash,godclass,GC_006,pass,3,3,1.0,True,38254.4,2026-05-13T17:04:51.043043
eval-e3ab4e1f,gemini-2.5-flash,godclass,GC_007,pass,3,3,1.0,True,50365.0,2026-05-13T17:04:51.086111
eval-a9b93a44,gemini-2.5-flash,godclass,GC_007,pass,3,3,1.0,True,50365.0,2026-05-13T17:04:51.547729
eval-77c417b6,gemini-2.5-flash,godclass,GC_007,pass,3,3,1.0,True,50365.0,2026-05-13T17:04:53.464072
eval-1479899d,gemini-2.5-flash,humaneval-java,HumanEval_0,pass,4,4,1.0,True,20825.1,2026-05-13T14:19:33.427754
eval-e62f3fb0,gemini-2.5-flash,humaneval-java,HumanEval_0,pass,4,4,1.0,True,21120.8,2026-05-13T14:19:33.601435
eval-b22cfac6,gemini-2.5-flash,humaneval-java,HumanEval_0,pass,4,4,1.0,True,21241.1,2026-05-13T14:19:33.654175
eval-1bb8f0e7,gemini-2.5-flash,humaneval-java,HumanEval_1,pass,3,3,1.0,True,11751.7,2026-05-13T14:19:47.969533
eval-c926102a,gemini-2.5-flash,humaneval-java,HumanEval_1,pass,3,3,1.0,True,11847.9,2026-05-13T14:19:47.974298
eval-c2043d73,gemini-2.5-flash,humaneval-java,HumanEval_1,pass,3,3,1.0,True,13120.5,2026-05-13T14:19:49.147053
eval-8dda6a09,gemini-2.5-flash,humaneval-java,HumanEval_10,pass,3,3,1.0,True,4007.8,2026-05-13T14:20:19.599206
eval-9d40fa7d,gemini-2.5-flash,humaneval-java,HumanEval_10,pass,3,3,1.0,True,4007.8,2026-05-13T14:20:21.138288
eval-0030d0a2,gemini-2.5-flash,humaneval-java,HumanEval_10,pass,3,3,1.0,True,4007.8,2026-05-13T14:20:22.505131
eval-e054bc8a,gemini-2.5-flash,humaneval-java,HumanEval_11,pass,3,3,1.0,True,4308.6,2026-05-13T14:20:22.643035
eval-36756f22,gemini-2.5-flash,humaneval-java,HumanEval_11,pass,3,3,1.0,True,4308.6,2026-05-13T14:20:24.143215
eval-32508218,gemini-2.5-flash,humaneval-java,HumanEval_11,pass,3,3,1.0,True,4308.6,2026-05-13T14:20:25.482143
eval-37368d25,gemini-2.5-flash,humaneval-java,HumanEval_12,pass,3,3,1.0,True,9723.9,2026-05-13T14:20:25.841452
eval-5fe17ff2,gemini-2.5-flash,humaneval-java,HumanEval_12,pass,3,3,1.0,True,9723.9,2026-05-13T14:20:26.980864
eval-2969b203,gemini-2.5-flash,humaneval-java,HumanEval_12,pass,3,3,1.0,True,9723.9,2026-05-13T14:20:28.619662
eval-4cc76ac9,gemini-2.5-flash,humaneval-java,HumanEval_13,pass,4,4,1.0,True,5859.1,2026-05-13T14:20:29.043121
eval-c0d5b80e,gemini-2.5-flash,humaneval-java,HumanEval_13,pass,4,4,1.0,True,5859.1,2026-05-13T14:20:30.076012
eval-9eacd04d,gemini-2.5-flash,humaneval-java,HumanEval_13,pass,4,4,1.0,True,5859.1,2026-05-13T14:20:31.597984
eval-2d18615a,gemini-2.5-flash,humaneval-java,HumanEval_14,pass,3,3,1.0,True,2775.7,2026-05-13T14:20:32.085141
eval-61edab1a,gemini-2.5-flash,humaneval-java,HumanEval_14,pass,3,3,1.0,True,2775.7,2026-05-13T14:20:32.999602
eval-f25d980d,gemini-2.5-flash,humaneval-java,HumanEval_14,pass,3,3,1.0,True,2775.7,2026-05-13T14:20:34.503370
eval-85e0b57a,gemini-2.5-flash,humaneval-java,HumanEval_15,pass,3,3,1.0,True,7226.5,2026-05-13T14:20:35.188360
eval-84bc9df8,gemini-2.5-flash,humaneval-java,HumanEval_15,pass,3,3,1.0,True,7226.5,2026-05-13T14:20:35.964017
eval-35a674cd,gemini-2.5-flash,humaneval-java,HumanEval_15,pass,3,3,1.0,True,7226.5,2026-05-13T14:20:37.683853
eval-b19360f5,gemini-2.5-flash,humaneval-java,HumanEval_16,pass,3,3,1.0,True,11105.8,2026-05-13T14:20:38.186382
eval-d0362cda,gemini-2.5-flash,humaneval-java,HumanEval_16,pass,3,3,1.0,True,11105.8,2026-05-13T14:20:38.888089
eval-66944e32,gemini-2.5-flash,humaneval-java,HumanEval_16,pass,3,3,1.0,True,11105.8,2026-05-13T14:20:40.461444
eval-d83fbcf1,gemini-2.5-flash,humaneval-java,HumanEval_17,pass,3,3,1.0,True,13226.9,2026-05-13T14:20:40.955425
eval-d2fea154,gemini-2.5-flash,humaneval-java,HumanEval_17,pass,3,3,1.0,True,13226.9,2026-05-13T14:20:42.009511
eval-2373cb81,gemini-2.5-flash,humaneval-java,HumanEval_17,pass,3,3,1.0,True,13226.9,2026-05-13T14:20:43.357907
eval-05ccba06,gemini-2.5-flash,humaneval-java,HumanEval_18,pass,3,3,1.0,True,2092.1,2026-05-13T14:20:43.861713
eval-be993def,gemini-2.5-flash,humaneval-java,HumanEval_18,pass,3,3,1.0,True,2092.1,2026-05-13T14:20:44.839343
eval-7a9020f4,gemini-2.5-flash,humaneval-java,HumanEval_18,pass,3,3,1.0,True,2092.1,2026-05-13T14:20:46.211574
eval-956de415,gemini-2.5-flash,humaneval-java,HumanEval_19,pass,4,4,1.0,True,15834.6,2026-05-13T14:20:46.839896
eval-573700f8,gemini-2.5-flash,humaneval-java,HumanEval_19,pass,4,4,1.0,True,15834.6,2026-05-13T14:20:47.530581
eval-219d0c8d,gemini-2.5-flash,humaneval-java,HumanEval_19,pass,4,4,1.0,True,15834.6,2026-05-13T14:20:49.078459
eval-1b463b1c,gemini-2.5-flash,humaneval-java,HumanEval_20,pass,3,3,1.0,True,25007.4,2026-05-13T14:20:49.929479
eval-252289e4,gemini-2.5-flash,humaneval-java,HumanEval_20,pass,3,3,1.0,True,25007.4,2026-05-13T14:20:50.540697
eval-c7548033,gemini-2.5-flash,humaneval-java,HumanEval_20,pass,3,3,1.0,True,25007.4,2026-05-13T14:20:51.977603
eval-41c3b9bf,gemini-2.5-flash,humaneval-java,HumanEval_21,pass,3,3,1.0,True,10452.6,2026-05-13T14:20:52.880214
eval-5834180d,gemini-2.5-flash,humaneval-java,HumanEval_21,pass,3,3,1.0,True,10452.6,2026-05-13T14:20:53.468872
eval-01df527d,gemini-2.5-flash,humaneval-java,HumanEval_21,pass,3,3,1.0,True,10452.6,2026-05-13T14:20:54.979193
eval-f73855fb,gemini-2.5-flash,humaneval-java,HumanEval_22,pass,3,3,1.0,True,23014.3,2026-05-13T14:20:56.078353
eval-0890b112,gemini-2.5-flash,humaneval-java,HumanEval_22,pass,3,3,1.0,True,23014.3,2026-05-13T14:20:56.665978
eval-a71ff8a7,gemini-2.5-flash,humaneval-java,HumanEval_22,pass,3,3,1.0,True,23014.3,2026-05-13T14:20:58.137377
eval-0b913f1e,gemini-2.5-flash,humaneval-java,HumanEval_23,pass,3,3,1.0,True,17326.4,2026-05-13T14:20:59.049980
eval-6da538b5,gemini-2.5-flash,humaneval-java,HumanEval_23,pass,3,3,1.0,True,17326.4,2026-05-13T14:20:59.706803
eval-7c88d585,gemini-2.5-flash,humaneval-java,HumanEval_23,pass,3,3,1.0,True,17326.4,2026-05-13T14:21:01.082718
eval-37237069,gemini-2.5-flash,humaneval-java,HumanEval_24,pass,3,3,1.0,True,16352.1,2026-05-13T14:21:02.398326
eval-3f349bc1,gemini-2.5-flash,humaneval-java,HumanEval_24,pass,3,3,1.0,True,16352.1,2026-05-13T14:21:02.744074
eval-723a59b0,gemini-2.5-flash,humaneval-java,HumanEval_24,pass,3,3,1.0,True,16352.1,2026-05-13T14:21:04.465201
eval-32ea663a,gemini-2.5-flash,humaneval-java,HumanEval_4,pass,3,3,1.0,True,8415.5,2026-05-13T14:19:58.637803
eval-6903a5a3,gemini-2.5-flash,humaneval-java,HumanEval_4,pass,3,3,1.0,True,9676.2,2026-05-13T14:20:00.184853
eval-ab32832a,gemini-2.5-flash,humaneval-java,HumanEval_4,pass,3,3,1.0,True,9191.8,2026-05-13T14:20:01.181476
eval-9e1898be,gemini-2.5-flash,humaneval-java,HumanEval_5,pass,5,5,1.0,True,8779.4,2026-05-13T14:20:01.290831
eval-e25ac89e,gemini-2.5-flash,humaneval-java,HumanEval_5,pass,5,5,1.0,True,8779.4,2026-05-13T14:20:03.575398
eval-448aa9eb,gemini-2.5-flash,humaneval-java,HumanEval_5,pass,5,5,1.0,True,8779.4,2026-05-13T14:20:04.706630
eval-a9011f98,gemini-2.5-flash,humaneval-java,HumanEval_6,pass,3,3,1.0,True,4972.6,2026-05-13T14:20:04.752491
eval-30633ac5,gemini-2.5-flash,humaneval-java,HumanEval_6,pass,3,3,1.0,True,4972.6,2026-05-13T14:20:07.263311
eval-762bbfdb,gemini-2.5-flash,humaneval-java,HumanEval_6,pass,3,3,1.0,True,4972.6,2026-05-13T14:20:08.489900
eval-0d04940c,gemini-2.5-flash,humaneval-java,HumanEval_7,pass,3,3,1.0,True,3376.6,2026-05-13T14:20:08.430908
eval-3438b5c1,gemini-2.5-flash,humaneval-java,HumanEval_7,pass,3,3,1.0,True,3376.6,2026-05-13T14:20:11.099773
eval-565823b3,gemini-2.5-flash,humaneval-java,HumanEval_7,pass,3,3,1.0,True,3376.6,2026-05-13T14:20:12.474091
eval-fbcf9977,gemini-2.5-flash,humaneval-java,HumanEval_8,pass,3,3,1.0,True,2635.6,2026-05-13T14:20:12.510756
eval-fe9b9e26,gemini-2.5-flash,humaneval-java,HumanEval_8,pass,3,3,1.0,True,2635.6,2026-05-13T14:20:14.810147
eval-20fe00f8,gemini-2.5-flash,humaneval-java,HumanEval_8,pass,3,3,1.0,True,2635.6,2026-05-13T14:20:16.147370
eval-dc74a72c,gemini-2.5-flash,humaneval-java,HumanEval_9,pass,3,3,1.0,True,6171.5,2026-05-13T14:20:16.341201
eval-c0ab20b8,gemini-2.5-flash,humaneval-java,HumanEval_9,pass,3,3,1.0,True,6171.5,2026-05-13T14:20:18.217333
eval-80c452ed,gemini-2.5-flash,humaneval-java,HumanEval_9,pass,3,3,1.0,True,6171.5,2026-05-13T14:20:19.287669
eval-6c87113b,gemini-2.5-flash,mbpp-java,MBPP_1,partial,1,3,0.3333333333333333,True,125380.1,2026-05-13T16:36:17.715262
eval-a4633ec0,gemini-2.5-flash,mbpp-java,MBPP_1,partial,1,3,0.3333333333333333,True,124612.8,2026-05-13T16:36:17.718645
eval-1ad6f496,gemini-2.5-flash,mbpp-java,MBPP_1,partial,1,3,0.3333333333333333,True,172787.6,2026-05-13T16:37:05.232103
eval-0426a423,gemini-2.5-flash,mbpp-java,MBPP_10,pass,3,3,1.0,True,18651.3,2026-05-13T16:37:11.480477
eval-0d4f18b5,gemini-2.5-flash,mbpp-java,MBPP_10,pass,3,3,1.0,True,18651.3,2026-05-13T16:37:13.021110
eval-09824dbb,gemini-2.5-flash,mbpp-java,MBPP_10,pass,3,3,1.0,True,18651.3,2026-05-13T16:37:13.051798
eval-f3c76e2e,gemini-2.5-flash,mbpp-java,MBPP_11,pass,3,3,1.0,True,1479.9,2026-05-13T16:37:13.987633
eval-3cd0b148,gemini-2.5-flash,mbpp-java,MBPP_11,pass,3,3,1.0,True,1479.9,2026-05-13T16:37:15.622195
eval-9af97653,gemini-2.5-flash,mbpp-java,MBPP_11,pass,3,3,1.0,True,1479.9,2026-05-13T16:37:15.631361
eval-fb305a15,gemini-2.5-flash,mbpp-java,MBPP_12,pass,3,3,1.0,True,20115.2,2026-05-13T16:37:16.222101
eval-b0c6633e,gemini-2.5-flash,mbpp-java,MBPP_12,pass,3,3,1.0,True,20115.2,2026-05-13T16:37:18.398298
eval-41f36997,gemini-2.5-flash,mbpp-java,MBPP_12,pass,3,3,1.0,True,20115.2,2026-05-13T16:37:18.404132
eval-a0ff4224,gemini-2.5-flash,mbpp-java,MBPP_13,pass,3,3,1.0,True,17566.1,2026-05-13T16:37:18.827380
eval-b81d2ff4,gemini-2.5-flash,mbpp-java,MBPP_13,pass,3,3,1.0,True,17566.1,2026-05-13T16:37:21.068746
eval-ae2e4975,gemini-2.5-flash,mbpp-java,MBPP_13,pass,3,3,1.0,True,17566.1,2026-05-13T16:37:21.096464
eval-04d52cda,gemini-2.5-flash,mbpp-java,MBPP_14,pass,3,3,1.0,True,19254.4,2026-05-13T16:37:21.234738
eval-97e38416,gemini-2.5-flash,mbpp-java,MBPP_14,pass,3,3,1.0,True,19254.4,2026-05-13T16:37:23.665923
eval-3cd05376,gemini-2.5-flash,mbpp-java,MBPP_14,pass,3,3,1.0,True,19254.4,2026-05-13T16:37:23.888285
eval-bcb442c6,gemini-2.5-flash,mbpp-java,MBPP_15,pass,3,3,1.0,True,12355.9,2026-05-13T16:37:23.821105
eval-427add57,gemini-2.5-flash,mbpp-java,MBPP_15,pass,3,3,1.0,True,12355.9,2026-05-13T16:37:27.212119
eval-acbb70f1,gemini-2.5-flash,mbpp-java,MBPP_15,pass,3,3,1.0,True,12355.9,2026-05-13T16:37:27.474665
eval-8df6135c,gemini-2.5-flash,mbpp-java,MBPP_16,pass,3,3,1.0,True,6469.3,2026-05-13T16:37:27.449941
eval-ab5c04e6,gemini-2.5-flash,mbpp-java,MBPP_16,pass,3,3,1.0,True,6469.3,2026-05-13T16:37:30.502783
eval-8de06f93,gemini-2.5-flash,mbpp-java,MBPP_16,pass,3,3,1.0,True,6469.3,2026-05-13T16:37:30.918577
eval-6bbfaa8f,gemini-2.5-flash,mbpp-java,MBPP_17,pass,3,3,1.0,True,12244.1,2026-05-13T16:37:30.971550
eval-0ad2b5ee,gemini-2.5-flash,mbpp-java,MBPP_17,pass,3,3,1.0,True,12244.1,2026-05-13T16:37:33.789339
eval-d097e776,gemini-2.5-flash,mbpp-java,MBPP_17,pass,3,3,1.0,True,12244.1,2026-05-13T16:37:34.160379
eval-303ed94e,gemini-2.5-flash,mbpp-java,MBPP_18,pass,3,3,1.0,True,5421.4,2026-05-13T16:37:34.535929
eval-e5b5c030,gemini-2.5-flash,mbpp-java,MBPP_18,pass,3,3,1.0,True,5421.4,2026-05-13T16:37:36.882874
eval-0b22c13d,gemini-2.5-flash,mbpp-java,MBPP_18,pass,3,3,1.0,True,5421.4,2026-05-13T16:37:37.069597
eval-5d8f154b,gemini-2.5-flash,mbpp-java,MBPP_2,pass,3,3,1.0,True,18297.4,2026-05-13T16:36:38.134959
eval-5eaa2296,gemini-2.5-flash,mbpp-java,MBPP_2,pass,3,3,1.0,True,18538.9,2026-05-13T16:36:38.188050
eval-9732514b,gemini-2.5-flash,mbpp-java,MBPP_2,pass,3,3,1.0,True,18538.9,2026-05-13T16:36:40.057378
eval-fbd6e267,gemini-2.5-flash,mbpp-java,MBPP_3,pass,3,3,1.0,True,7108.8,2026-05-13T16:36:49.065714
eval-f478ae55,gemini-2.5-flash,mbpp-java,MBPP_3,pass,3,3,1.0,True,7108.8,2026-05-13T16:36:51.106282
eval-a825cb67,gemini-2.5-flash,mbpp-java,MBPP_3,pass,3,3,1.0,True,10921.9,2026-05-13T16:36:51.178050
eval-13331f0e,gemini-2.5-flash,mbpp-java,MBPP_4,pass,3,3,1.0,True,4411.2,2026-05-13T16:36:53.232698
eval-ae4a03d3,gemini-2.5-flash,mbpp-java,MBPP_4,pass,3,3,1.0,True,4411.2,2026-05-13T16:36:53.238967
eval-99bdd322,gemini-2.5-flash,mbpp-java,MBPP_4,pass,3,3,1.0,True,4411.2,2026-05-13T16:36:55.536779
eval-7fbe4803,gemini-2.5-flash,mbpp-java,MBPP_5,pass,3,3,1.0,True,8039.0,2026-05-13T16:36:55.545638
eval-9aadbec2,gemini-2.5-flash,mbpp-java,MBPP_5,pass,3,3,1.0,True,8039.0,2026-05-13T16:36:57.764566
eval-8d89f4d5,gemini-2.5-flash,mbpp-java,MBPP_5,pass,3,3,1.0,True,8039.0,2026-05-13T16:36:57.771324
eval-5cfdd4e0,gemini-2.5-flash,mbpp-java,MBPP_6,pass,3,3,1.0,True,7319.1,2026-05-13T16:37:00.121760
eval-80fcf2c9,gemini-2.5-flash,mbpp-java,MBPP_6,pass,3,3,1.0,True,7319.1,2026-05-13T16:37:00.133525
eval-40566061,gemini-2.5-flash,mbpp-java,MBPP_6,pass,3,3,1.0,True,7319.1,2026-05-13T16:37:02.403912
eval-238bd974,gemini-2.5-flash,mbpp-java,MBPP_7,pass,3,3,1.0,True,8484.7,2026-05-13T16:37:02.400138
eval-a631f533,gemini-2.5-flash,mbpp-java,MBPP_7,pass,3,3,1.0,True,8484.7,2026-05-13T16:37:04.800875
eval-1a0b8463,gemini-2.5-flash,mbpp-java,MBPP_7,pass,3,3,1.0,True,8484.7,2026-05-13T16:37:05.182440
eval-a2ea3831,gemini-2.5-flash,mbpp-java,MBPP_8,pass,3,3,1.0,True,2038.8,2026-05-13T16:37:07.175269
eval-7db3b688,gemini-2.5-flash,mbpp-java,MBPP_8,pass,3,3,1.0,True,2038.8,2026-05-13T16:37:07.814990
eval-ac6ea6a4,gemini-2.5-flash,mbpp-java,MBPP_8,pass,3,3,1.0,True,2038.8,2026-05-13T16:37:07.849067
eval-456309d7,gemini-2.5-flash,mbpp-java,MBPP_9,pass,3,3,1.0,True,7820.2,2026-05-13T16:37:09.197122
eval-ab7fd5b3,gemini-2.5-flash,mbpp-java,MBPP_9,pass,3,3,1.0,True,7820.2,2026-05-13T16:37:10.303129
eval-084a42c2,gemini-2.5-flash,mbpp-java,MBPP_9,pass,3,3,1.0,True,7820.2,2026-05-13T16:37:10.307389
eval-c80a25a6,gpt-4o,defects4j,D4J_Chart_3,pass,3,3,1.0,True,2832.5,2026-05-14T10:10:13.335585
eval-90571d7c,gpt-4o,defects4j,D4J_Chart_3,pass,3,3,1.0,True,2832.5,2026-05-14T10:10:13.356277
eval-1c13e578,gpt-4o,defects4j,D4J_Chart_3,pass,3,3,1.0,True,2832.5,2026-05-14T10:10:13.358162
eval-f3c9cbd5,gpt-4o,defects4j,D4J_Chart_9,pass,3,3,1.0,True,2245.0,2026-05-14T10:10:13.570901
eval-068eecee,gpt-4o,defects4j,D4J_Chart_9,pass,3,3,1.0,True,2245.0,2026-05-14T10:10:13.598595
eval-6f231c18,gpt-4o,defects4j,D4J_Chart_9,pass,3,3,1.0,True,2245.0,2026-05-14T10:10:13.613150
eval-0badae6d,gpt-4o,defects4j,D4J_Closure_4,pass,3,3,1.0,True,4722.6,2026-05-14T10:10:13.378047
eval-4be69d99,gpt-4o,defects4j,D4J_Closure_4,pass,3,3,1.0,True,4722.6,2026-05-14T10:10:13.378737
eval-6fe617e4,gpt-4o,defects4j,D4J_Closure_4,pass,3,3,1.0,True,4722.6,2026-05-14T10:10:13.391820
eval-f547c8a5,gpt-4o,defects4j,D4J_Lang_1,pass,3,3,1.0,True,6439.6,2026-05-14T10:10:13.289405
eval-eac3ad7c,gpt-4o,defects4j,D4J_Lang_1,pass,3,3,1.0,True,6439.6,2026-05-14T10:10:13.303267
eval-fbc6b290,gpt-4o,defects4j,D4J_Lang_1,pass,3,3,1.0,True,6439.6,2026-05-14T10:10:13.355090
eval-547afa8a,gpt-4o,defects4j,D4J_Lang_10,pass,3,3,1.0,True,1613.5,2026-05-14T10:10:13.626126
eval-49bebd24,gpt-4o,defects4j,D4J_Lang_10,pass,3,3,1.0,True,1613.5,2026-05-14T10:10:13.656005
eval-07c3b13f,gpt-4o,defects4j,D4J_Lang_10,pass,3,3,1.0,True,1613.5,2026-05-14T10:10:13.662269
eval-164e7327,gpt-4o,defects4j,D4J_Lang_7,pass,3,3,1.0,True,3172.9,2026-05-14T10:10:13.476387
eval-a899164e,gpt-4o,defects4j,D4J_Lang_7,pass,3,3,1.0,True,3172.9,2026-05-14T10:10:13.492909
eval-e65b5d74,gpt-4o,defects4j,D4J_Lang_7,pass,3,3,1.0,True,3172.9,2026-05-14T10:10:13.508911
eval-f40eb3d2,gpt-4o,defects4j,D4J_Math_2,pass,3,3,1.0,True,2249.0,2026-05-14T10:10:13.312349
eval-1d08e35f,gpt-4o,defects4j,D4J_Math_2,pass,3,3,1.0,True,2249.0,2026-05-14T10:10:13.313702
eval-d0459684,gpt-4o,defects4j,D4J_Math_2,pass,3,3,1.0,True,2249.0,2026-05-14T10:10:13.334258
eval-387f9e10,gpt-4o,defects4j,D4J_Math_8,pass,3,3,1.0,True,3394.5,2026-05-14T10:10:13.534999
eval-562f8f5a,gpt-4o,defects4j,D4J_Math_8,pass,3,3,1.0,True,3394.5,2026-05-14T10:10:13.551317
eval-200c2472,gpt-4o,defects4j,D4J_Math_8,pass,3,3,1.0,True,3394.5,2026-05-14T10:10:13.581678
eval-6c7b1e74,gpt-4o,defects4j,D4J_Mockito_6,pass,3,3,1.0,True,2423.8,2026-05-14T10:10:13.428051
eval-3705905a,gpt-4o,defects4j,D4J_Mockito_6,pass,3,3,1.0,True,2423.8,2026-05-14T10:10:13.444170
eval-0d934b07,gpt-4o,defects4j,D4J_Mockito_6,pass,3,3,1.0,True,2423.8,2026-05-14T10:10:13.459159
eval-207eee67,gpt-4o,defects4j,D4J_Time_5,pass,3,3,1.0,True,1984.5,2026-05-14T10:10:13.398461
eval-af9ee1bb,gpt-4o,defects4j,D4J_Time_5,pass,3,3,1.0,True,1984.5,2026-05-14T10:10:13.413295
eval-e7148915,gpt-4o,defects4j,D4J_Time_5,pass,3,3,1.0,True,1984.5,2026-05-14T10:10:13.519175
eval-a1d23542,gpt-4o,godclass,GC_001,pass,3,3,1.0,True,8944.6,2026-05-13T17:02:42.111167
eval-e86cc2a8,gpt-4o,godclass,GC_001,pass,3,3,1.0,True,8944.6,2026-05-13T17:02:42.253853
eval-ad8925d0,gpt-4o,godclass,GC_001,pass,3,3,1.0,True,8944.6,2026-05-13T17:02:42.418649
eval-8cc97ca4,gpt-4o,godclass,GC_002,pass,3,3,1.0,True,6599.7,2026-05-13T17:02:44.650445
eval-361270d8,gpt-4o,godclass,GC_002,pass,3,3,1.0,True,6599.7,2026-05-13T17:02:44.780905
eval-4992a683,gpt-4o,godclass,GC_002,pass,3,3,1.0,True,6599.7,2026-05-13T17:02:44.980971
eval-cfa3e879,gpt-4o,godclass,GC_003,pass,3,3,1.0,True,5327.9,2026-05-13T17:02:47.578462
eval-46266003,gpt-4o,godclass,GC_003,pass,3,3,1.0,True,5327.9,2026-05-13T17:02:47.677991
eval-fca8a012,gpt-4o,godclass,GC_003,pass,3,3,1.0,True,5327.9,2026-05-13T17:02:47.902494
eval-fe06bfef,gpt-4o,godclass,GC_004,pass,3,3,1.0,True,11296.5,2026-05-13T17:02:50.368679
eval-87ffe6a0,gpt-4o,godclass,GC_004,pass,3,3,1.0,True,11296.5,2026-05-13T17:02:50.472265
eval-513f4ea5,gpt-4o,godclass,GC_004,pass,3,3,1.0,True,11296.5,2026-05-13T17:02:50.784674
eval-9a37e528,gpt-4o,godclass,GC_005,pass,3,3,1.0,True,16325.7,2026-05-13T17:02:53.421743
eval-cd9b93d4,gpt-4o,godclass,GC_005,pass,3,3,1.0,True,16325.7,2026-05-13T17:02:53.425468
eval-9c3e8108,gpt-4o,godclass,GC_005,pass,3,3,1.0,True,16325.7,2026-05-13T17:02:53.803546
eval-f5a40b99,gpt-4o,godclass,GC_006,pass,3,3,1.0,True,7416.3,2026-05-13T17:02:56.413868
eval-f08ad9eb,gpt-4o,godclass,GC_006,pass,3,3,1.0,True,7416.3,2026-05-13T17:02:56.572005
eval-284a7969,gpt-4o,godclass,GC_006,pass,3,3,1.0,True,7416.3,2026-05-13T17:02:56.616904
eval-fbf510ea,gpt-4o,godclass,GC_007,pass,3,3,1.0,True,6906.0,2026-05-13T17:02:59.234255
eval-7e64559f,gpt-4o,godclass,GC_007,pass,3,3,1.0,True,6906.0,2026-05-13T17:02:59.625384
eval-4111d4d7,gpt-4o,godclass,GC_007,pass,3,3,1.0,True,6906.0,2026-05-13T17:02:59.666594
eval-b2208fc4,gpt-4o,humaneval-java,HumanEval_0,pass,4,4,1.0,True,8979.0,2026-05-13T14:17:48.805445
eval-cbb3a0d8,gpt-4o,humaneval-java,HumanEval_0,pass,4,4,1.0,True,8979.0,2026-05-13T14:17:48.839819
eval-a6480112,gpt-4o,humaneval-java,HumanEval_0,pass,4,4,1.0,True,8979.0,2026-05-13T14:17:48.854242
eval-029e28f0,gpt-4o,humaneval-java,HumanEval_1,pass,3,3,1.0,True,3075.6,2026-05-13T14:17:52.819208
eval-f4425485,gpt-4o,humaneval-java,HumanEval_1,pass,3,3,1.0,True,3075.6,2026-05-13T14:17:52.859033
eval-9a8b18e1,gpt-4o,humaneval-java,HumanEval_1,pass,3,3,1.0,True,3075.6,2026-05-13T14:17:52.873444
eval-406c9d1a,gpt-4o,humaneval-java,HumanEval_10,pass,3,3,1.0,True,1200.8,2026-05-13T14:18:18.604920
eval-ce482ed2,gpt-4o,humaneval-java,HumanEval_10,pass,3,3,1.0,True,1200.8,2026-05-13T14:18:19.402168
eval-cb04c3f9,gpt-4o,humaneval-java,HumanEval_10,pass,3,3,1.0,True,1200.8,2026-05-13T14:18:19.436436
